37.87592	28.15921	88.42450	70.19924	15.39626
62.69700	62.92780	34.36114	91.09718	23.18276
30.19109	46.56859	 4.46769	79.69945	89.18140
86.93117	45.42600	21.21700	20.80802	33.71500
84.70409	38.25355	36.81184	18.44300	 5.20654
81.24724	95.64360	57.35885	92.45446	33.58165
89.28694	21.71783	59.66514	10.31860	66.12480
31.83418	87.21298	57.69900	59.88940	59.51977
40.69261	15.11754	53.91802	31.80360	92.23200
33.09062	65.49150	19.30403	68.69800	68.75666
20.97625	33.73040	80.28464	92.96291	10.31723
47.34721	71.76183	 2.08162	12.46800	95.98272
69.66794	 8.09280	50.40400	25.05120	79.85161
44.52570	44.30574	25.19095	18.94725	18.41116
81.22099	41.72590	14.72978	27.37825	76.68884
42.64965	 9.23100	 2.63720	38.31829	 0.90960
64.96438	 8.39997	54.97921	76.68937	94.84201
58.76514	64.08400	70.83945	41.19873	87.08326
29.03700	40.02796	51.53332	75.01941	37.97000
50.27099	74.44947	57.58890	99.97600	69.04706
69.68791	17.96300	35.98380	30.96400	 6.15692
41.15000	22.20730	80.91300	 8.86502	65.81800
89.49531	28.72675	72.51200	 2.66884	32.54860
13.49698	38.51147	65.66912	24.30397	49.58700
47.76012	50.19646	17.16500	61.83296	17.66179
77.66178	76.39400	17.27396	 9.13365	86.30820
13.61412	 1.32590	18.92803	 9.20084	38.71143
35.84403	26.57720	35.34850	60.61050	14.80900
22.91481	40.31428	24.23500	81.52798	83.92991
60.72690	80.24599	72.69116	70.68373	83.70283
26.43825	33.97100	78.02220	89.42102	 3.45337
73.32656	28.88529	21.17380	77.25690	18.21089
81.87230	 7.37672	88.26036	27.73482	77.37261
34.23944	78.38221	83.55600	46.39020	27.88512
50.61470	65.80910	 3.90655	34.15000	90.88905
84.08516	93.65000	24.02700	57.56123	44.06196
26.54799	46.51830	 0.15108	24.10200	50.34454
49.55310	55.02465	 7.42620	78.99193	73.14187
 7.50247	94.62214	12.57500	47.69500	24.38900
95.87166	25.99150	72.71772	60.17300	79.13080
71.59072	58.65068	85.69777	17.28140	46.30054
33.52920	63.84120	43.44500	45.95815	15.32281
90.20265	16.64900	68.35118	56.17570	92.53232
44.05005	85.96950	56.54885	52.27078	24.42345
41.04973	43.18333	87.98250	89.00900	98.91480
 2.34668	 8.99210	55.13474	61.74703	68.09320
80.01300	53.62638	69.10610	48.72505	74.22410
36.97186	11.85481	85.85560	63.26171	27.12510
 0.72833	60.49500	44.35033	82.99221	55.06451
95.86210	44.81660	99.08426	36.52270	46.19170
79.46842	90.12561	19.26379	 9.47986	20.18440
23.00429	35.68650	36.11500	 0.22938	27.49500
44.61038	22.90795	24.43890	77.62483	28.78056
15.86866	50.85000	45.18088	78.95450	44.52422
43.82200	83.74100	29.52217	27.69700	 2.94598
36.54718	24.35800	63.09900	26.98320	 0.25429
66.89965	64.23968	74.70296	13.86913	67.01630
70.90890	86.81430	88.35209	91.76670	36.28104
24.99100	80.87548	 7.30630	34.79080	21.04832
94.95410	29.03400	47.74690	65.75641	96.02990
55.96852	88.38834	40.99698	12.97638	43.45100
 5.42809	35.65349	 7.37080	85.92200	86.26459
26.86390	55.53700	29.95600	79.95557	30.23763
63.80340	84.24520	83.58870	13.36620	69.28700
67.97087	21.95310	23.90446	30.86413	53.49729
71.40840	74.88350	79.55253	91.03759	41.05740
38.73302	37.96134	72.32721	45.06814	50.68544
81.03070	41.76280	35.24800	51.24800	38.83655
32.91402	60.33900	84.65849	85.11640	36.20696
74.86427	71.55892	51.59885	50.21900	 6.02982
91.31300	28.40847	16.59133	77.35059	16.32510
48.55785	80.78583	87.33874	66.18148	97.38160
97.62980	27.34381	94.11821	27.67063	67.80202
34.70194	31.06584	61.11270	92.15812	32.30466
48.42412	74.87132	78.30192	38.03198	 6.81983
 7.47510	84.61940	88.64933	61.44700	11.61910
86.69880	96.05148	92.02900	68.64530	48.93945
90.19821	28.52300	25.68500	39.48062	34.55710
 1.43482	32.92080	55.74800	97.06290	75.44869
57.33700	28.22437	82.23680	51.46235	50.52918
60.20793	97.94862	 8.71290	41.18700	 1.99442
 7.19360	55.00200	50.30297	59.35606	13.85527
 4.89162	21.41115	85.49050	23.32077	52.57051
 2.35121	31.22771	29.21100	93.99048	 1.51519
77.53919	25.63029	60.14560	67.37054	71.43371
97.91074	71.20950	21.96400	72.53886	48.74383
25.77440	26.40947	40.66000	90.35883	49.09051
57.53550	70.27238	 5.16427	38.64197	11.59440
23.71060	65.12992	 5.97941	95.77535	41.01980
 3.43756	73.96920	31.35620	63.23455	34.09050
75.27385	35.34410	 6.50770	17.66359	99.66878
68.33100	56.51588	99.16530	87.71205	84.03090
 4.93705	25.36174	43.98042	30.34770	47.18909
60.75900	90.19820	46.73612	27.29542	55.04200
47.39011	50.11390	27.88056	89.19731	68.21792
51.84694	20.94536	 5.51579	13.41420	78.37960
64.08098	45.54690	66.00980	43.56660	 7.18485
35.58270	 9.88432	11.84084	52.45399	57.04388
23.61392	11.56919	56.00539	11.54210	93.33500
42.55257	 3.08534	61.06753	12.10800	62.29760
