0018.339,      0006.063866,  00020.774982,   0001.1784,      41.5355015
     90.03736623,      00004.02896,   000091.683,      00016.651711,    0000011.7
 0000042.8911,   052.828386,      031.997535,24.568118,00040.4491
   0092.3718007,0075.85199, 51.6488336,      73.2844213,    000073.03077
  00052.19953, 012.8973766,  005.5028118,      86.099188,009.66695061
   00010.6853, 76.445342,  013.03264,081.9677,   74.7391859
 35.29285,     00057.008,0000038.631,     098.54798,   00065.8945
083.57556547,00029.187, 009.245906,   00044.6105,   98.074267
     66.7415811, 00028.3943,     67.70576,    7.504359,00047.45993
 071.02586036, 00000074.191,    036.6948538,    20.584927,     025.6406794
 89.51674606,    87.69848383,5.187678783, 0060.282,     00000036.993
014.1338627,18.6763114,     0088.7447,     011.16542573,   000017.217
   0090.9134,   00000095.568, 34.0558741,   00093.0259,      81.89445273
00000084.297,      0090.243958,    75.4679035,37.90277715,     0000031.776
   0000091.793,     00007.2155,  78.97462027,  086.2164086,0004.3942
   2.846771457,     96.15387919,    00054.35258,      0056.530739,  00020.618
     00012.143,      012.72615,    00069.442495,    0000069.4421,     0000014.7888
     092.5458607,05.28656142,    00000019.213,    000000020.71,     0000010.942
   3.8968706,  00095.754, 91.68451,    84.05075563, 004.2354
 00043.73254,    035.8196665,    35.091948,    92.99179029,     27.9385992
      0034.190531, 30.8790172,  0070.164,    39.4757069,     81.9972633
  091.683958,     0022.992018,   043.8315, 93.968009,    0015.37427
   26.963081,      70.93371, 45.83070474,     002.9091,  00012.4212
    0062.9269954,     01.1061143, 99.512268,      00018.949,   00000073.296
060.2798,0033.108226,  59.99868481, 90.0972971,    78.89898883
011.838661,0000015.54,      26.408248,    80.185908, 0000040.175
  74.76617369,   00065.903882,    000004.26827,    003.7836956,0032.2038419
   023.6158,   055.935835,      0043.7322, 000084.3476, 89.779626
     81.6720908,     16.6539496,      4.961541039, 014.677868,0036.050518
    21.3634727,    29.7031059,002.0315,  0095.796,   000040.13066
  0000097.108,    51.107185,     0.59796755,   0060.712967,   70.66219
     0009.0337,   1.68153853,      67.06884995,005.68677329,      00089.2488
    048.99586345,     081.45205397,79.41367, 086.50443,  000097.7112
 0000075.538,  004.9401,      076.4149155,    0070.45118,    71.83100648
      95.194834,  000075.321,6.40716372,0069.59949,     00037.8713
00072.2935,      000070.8035,      00069.2273, 0011.50843,      70.30873146
     0000055.1648,   000043.176,   24.91812,  10.57099,     000069.985
  20.23714,    00087.327,    000088.3629,     0055.152333, 00098.401975
    094.6988777,      48.46804773,      24.0383736,      0003.12433,      75.57128069
  00033.556051,0088.082, 0000004.9358,  0007.5498,     97.780332
   030.83409, 000022.5438,  28.72066,     072.614748,00044.196224
 0031.0566849,      0089.911715,25.4160378,   0026.397,  12.15877
 50.368612,000055.21,     00016.89112, 0037.6215223,21.3769418
    054.6106738,   17.093126,  0000036.874,     00010.329716,     90.37968337
    062.65032, 000002.8781,   35.0733808,0000066.912,    00000091.748
  43.4051278, 00034.739882,   0097.1965,     02.947022,   00073.232927
 44.7189094,  00002.06163,      52.95557358, 0000065.88,   00083.02025
      0000043.004, 09.2544369,    0003.1133691,    00029.7895,    9.464983
 033.66755,   000.709071,0000032.3382,066.52220314,     041.25033
    64.07034,   009.89134,      0000000035.2,   0080.0293,      55.581704
     048.7109325,  00024.801,   11.50732868,     2.020138632,    41.644222
   0025.143432, 00068.8177,    52.4461928,   057.9207,   003.7083682
  00043.42923, 24.33549,   67.45547785,00097.362637,    48.0978555
      96.560918,     99.97525404,      00069.91995,  000032.272,     21.115756
09.90814,004.3105692,   67.93570059, 000078.7469,061.0618
    25.434533,  089.8983484,   00038.6663,      11.81371632,  82.34894889
     15.332929,  0000042.882, 10.07083,     00014.321,    000002.9662
  001.165742,  032.4068651,     0000004.8231,  0000098.143,  0000035.7463
 00000044.257,     0073.2423189,45.79698,      000084.7433,    010.095357
    0065.059,  0045.90273,   11.43272332,   00026.5499,      89.666317
  56.301068,   000089.41292, 00000.943825,    051.2192,    000073.0201
40.52154,  000000010.65,00020.591693,    6.332115718,     050.48216
   099.0944807,     000033.79721,     0000056.8154,  0067.53495, 00000081.177
  048.4717902,      006.5307541,  000005.151,99.970079,    4.487243767
0075.6411,  70.275871,   053.125909,    063.4792,     19.05153318
0000095.4011,  000003.05438,     00046.07807,   0008.1227515,43.7346579
31.75697816,      00.87671071,    34.14327,  24.2965872,    00092.446
78.2320419,      013.75013278,0094.027331, 71.34879,     00065.963
      65.92640259,    0059.1684, 0083.79334,     004.3282,  86.0056272
     000058.54003,      00072.0525,   02.046993,  34.33483922,  001.11266943
   00089.434,      00099.80987,   22.3846791, 000035.0007,000052.384
      0077.9757294,  000034.83242,    2.92686378,      098.173096,   048.98649204
   00044.32614,    000041.92263,    000061.319,     00004.56058,000080.8572
      085.19026,  000027.218, 97.309262,  84.95143, 25.1932354
 00008.78208, 083.0685,  012.1762441,00063.64,025.24064
     00073.51531,     00010.229694,  093.82581,    006.5338533,   13.54728243
      000007.4873,     00015.6771,   00000034.529,      022.0094755,     16.579511
    000061.746,     00000088.98,  76.5957337,   00000092.52,   0000037.808
028.4043745,  00031.0844,    000020.6238,    000051.08882,      59.56059175
    0.863140874,      80.38656012,0076.3427, 0051.98266,      000043.23324
    44.9162323, 47.7210508,  011.6555457,000094.7629,      000032.0295
055.691155,      097.8126,00000056.659,      000047.87961,  55.92509
035.341884,      00089.4834,  45.107443,      00064.02185,      07.1616285
 99.90357151,0029.614,   37.4610327, 052.810316,     000010.02045
   46.627215,  76.01783,     0092.929,  43.9206246,000.894137
    46.18477754,053.41081,   68.601968,      00020.363,  97.171424
00000040.812,      00035.556467,0020.885265,   85.9951496,     0000021.6861
   0000079.49,      85.05464733, 027.76524565,    054.4875,      0025.6463
      49.66326461,     052.264167,35.865423, 005.0650428,  00057.22629
    23.64532367,      81.12703922,      0000093.011, 49.44128,  073.5742031
     0072.18246,    69.24742179, 00095.3224,   21.4094884,0026.438377
   78.0049679,047.33328869, 00013.46013,   11.883836,    42.72473661
29.45833098,0008.597786,    24.43984712,0000028.325,000075.1386
     060.845363, 0095.486499,  084.5432, 0083.596074,      64.9215077
 94.065486,  0031.1801,     9.82874936,  081.469138,16.2329617
      025.5349,  0033.081994,    0072.884, 00000038.212,  89.30233806
  000071.719,  063.08406,      0000033.4643,  000000077.07,   00077.608879
      000097.28269,   0000.944125,0051.574966,      071.07609066,     015.0083582
  00051.802,     0000037.0204,    024.36329082,    00078.280681,      00093.092925
2.2192622,      00013.29842,00019.7747,      00093.63748,   00013.7264
